1	 -9.00466537	 -56.8986626	 -1.56513679
2	 1.21853352	 65.2314148	 -1.00008976
3	 -3.87653518	 -57.153553	 0.96914643
4	 -0.0811129808	 61.1500854	 -1.38714826
5	 -9.62410736	 -56.5694046	 0.207494393
6	 -10.6943188	 -56.2545509	 1.86727023
7	 -11.8088675	 -56.1942024	 3.29527569
8	 -13.405467	 -56.5279503	 4.41045094
9	 -15.4032412	 -57.2121506	 5.45320463
10	 -17.641983	 -57.6417694	 6.95430899
11	 -19.8538895	 -58.2070999	 8.53910351
12	 -22.9417019	 -57.1807175	 9.73205471
13	 -25.4082222	 -54.7627144	 9.58236313
14	 -27.0043049	 -52.0446396	 7.71728086
15	 -27.5361805	 -50.3460922	 5.10715818
16	 -28.1338654	 -49.8467216	 2.82315516
17	 -28.7735996	 -49.7767181	 0.464165986
18	 -29.9127331	 -49.9839211	 -0.943501949
19	 -31.7477837	 -50.2944641	 -1.97062612
20	 -34.4792976	 -50.3457184	 -2.67146826
21	 -37.4790001	 -50.1923676	 -4.27472448
22	 -40.4545593	 -48.3301544	 -6.82540941
23	 -41.6865616	 -45.3086548	 -7.1540556
24	 -41.8691864	 -42.0113068	 -6.61924028
25	 -41.0391197	 -39.2899628	 -4.23258018
26	 -40.2739906	 -38.2443008	 -2.46103024
27	 -39.8237	 -37.32621	 -0.574841559
28	 -39.7607346	 -36.7124405	 1.06323957
29	 -40.4873238	 -36.1477127	 2.39800835
30	 -41.8342285	 -35.4869308	 3.39505172
31	 -43.3441124	 -35.0128708	 4.89156246
32	 -45.107605	 -35.1373901	 6.60626888
33	 -47.3702774	 -34.8518372	 8.50649738
34	 -49.0712128	 -33.5057793	 9.68761158
35	 -50.6938934	 -31.7993374	 9.96365833
36	 -52.3189392	 -30.6356373	 9.00967216
37	 -53.8377647	 -29.7508907	 7.57495546
38	 -55.1087151	 -29.2320824	 5.89398336
39	 -56.2638168	 -28.5910912	 4.65862036
40	 -57.5077782	 -28.0365067	 3.78873539
41	 -59.4807053	 -27.2971153	 3.27002764
42	 -62.0744629	 -27.4807453	 1.93270636
43	 -64.0496063	 -26.6859303	 1.06698346
44	 -66.3223114	 -26.3128605	 -0.82131362
45	 -68.326149	 -25.6353836	 -2.97950459
46	 -69.4234619	 -23.4319019	 -5.8123827
47	 -68.2366791	 -20.4385662	 -7.95151472
48	 -65.6755676	 -18.1732349	 -8.66592407
49	 -62.6036415	 -16.5225372	 -8.45677948
50	 -59.8556747	 -15.5253067	 -7.80044317
51	 -57.6617622	 -14.4734697	 -7.24440527
52	 -55.2258034	 -13.1558104	 -6.83059835
53	 -52.7735138	 -11.7685947	 -6.38272285
54	 -50.6259689	 -10.1907673	 -5.95296478
55	 -48.383728	 -8.27690697	 -5.56985188
56	 -46.1606102	 -6.39439678	 -5.06539583
57	 -44.2357559	 -4.39002228	 -4.49041748
58	 -42.6360626	 -2.18334413	 -4.00555563
59	 -40.9608612	 0.0454626083	 -3.6868
60	 -40.258213	 1.93596339	 -3.06331611
61	 -40.2637177	 3.93361545	 -2.14372468
62	 -40.9592781	 6.33238602	 -0.784886181
63	 -41.5001945	 8.63554859	 0.597063482
64	 -42.2588654	 10.8324471	 2.0853858
65	 -43.3354836	 13.2252817	 3.38605237
66	 -44.5397644	 15.7412834	 4.36454535
67	 -45.8244247	 18.1704826	 5.25708294
68	 -47.4087257	 20.7258892	 5.95782042
69	 -49.1589432	 23.2189636	 6.351686
70	 -50.9458199	 25.6076164	 6.66392946
71	 -53.1853409	 28.0551395	 6.50689316
72	 -55.5435448	 30.4858017	 5.0743742
73	 -56.9956169	 32.5112	 2.32263541
74	 -56.2950439	 34.3218689	 -0.837919414
75	 -54.4422607	 35.6731262	 -2.53953862
76	 -52.4537506	 36.7550545	 -3.68114519
77	 -50.6872444	 37.6030464	 -4.6389842
78	 -49.3159065	 38.3373337	 -5.65744305
79	 -48.1775818	 39.1953468	 -7.093009
80	 -47.0807114	 40.6029663	 -8.86957073
81	 -45.6435051	 42.7203102	 -10.0938778
82	 -43.9944992	 44.4404907	 -11.2271376
83	 -42.6039772	 46.6917038	 -11.4326506
84	 -41.2328949	 48.8661499	 -11.1969652
85	 -39.7885704	 50.8507195	 -10.3486996
86	 -38.3074875	 52.459816	 -7.88364935
87	 -36.4365768	 53.8953247	 -6.32905483
88	 -35.2148514	 55.2740211	 -5.03344059
89	 -34.2166367	 57.1716461	 -3.72489643
90	 -32.9491615	 59.3552322	 -2.04764605
91	 -30.6665459	 61.6664505	 -0.598604858
92	 -26.5573654	 62.3779831	 0.822933972
93	 -23.3227444	 60.6486206	 1.48219192
94	 -21.3903103	 58.5914536	 2.00472593
95	 -20.0793209	 56.6218491	 2.45501161
96	 -19.0797501	 55.3574142	 2.82657075
97	 -17.8094234	 54.483242	 3.37489986
98	 -16.7370548	 54.0808296	 3.83664656
99	 -15.5139027	 54.0826187	 4.09071493
100	 -14.2320251	 54.4958839	 3.90336752
101	 -12.8690596	 54.7569962	 3.39145875
102	 -11.6632652	 55.3653259	 3.26707697
103	 -10.2326832	 56.3784981	 2.9429903
104	 -8.71512127	 57.4520416	 2.68914223
105	 -7.14838123	 58.6155319	 2.50293612
106	 -5.70515776	 60.1094933	 2.31711698
107	 -4.10263634	 61.990921	 2.01358199
108	 -2.12070107	 64.2403946	 1.33362651
109	 -1.13386393	 65.8735886	 -3.33209753
