0.603874797	0.106660765
0.5663588	0.173799818
0.577523968	0.280815225
0.58075445	0.318930717
0.59077208	0.326586711
0.614271354	0.100138487
0.61509352	0.124145586
0.612894215	0.141089376
0.602277427	0.177589553
0.62992732	0.227168092
0.593399008	0.115898116
0.613879356	0.138649513
0.611343112	0.213812607
0.625985134	0.233222464
0.648829035	0.377243661
0.580663651	0.104741518
0.554337228	0.167912062
0.584609191	0.199518265
0.584421	0.309346716
0.618510458	0.252953975
0.614378578	0.089297451
0.613081365	0.139301051
0.642529774	0.345893059
0.655229737	0.349567731
0.664718534	0.358825748
0.614090103	0.095295765
0.609027561	0.237553557
0.632104069	0.382288871
0.640540638	0.215924448
0.684260239	0.370266115
0.614055865	0.112153792
0.599352192	0.141984256
0.609651241	0.17367018
0.610378559	0.13581394
0.615291659	0.222444032
0.6135327	0.104985414
0.62544034	0.260514414
0.621058733	0.210515194
0.633269768	0.291992137
0.635015193	0.287229564
0.61562027	0.101350741
0.641496515	0.29082459
0.642399417	0.343030601
0.652608129	0.334099674
0.658256991	0.350346113
0.579726628	0.10830669
0.600652759	0.124853259
0.607779391	0.129138639
0.60010542	0.154417499
0.620157566	0.224782324
0.615812741	0.10338344
0.641553192	0.290099321
0.639719397	0.254384726
0.678993775	0.57644162
0.681934162	0.344313439
0.61310126	0.095793877
0.613911049	0.120225559
0.615452668	0.11315563
0.612346644	0.112644907
0.655659327	0.248228657
0.590896423	0.111871005
0.580344871	0.183455762
0.573915368	0.253422787
0.561908255	0.313641737
0.624782538	0.377417754
0.598095115	0.107533518
0.604752715	0.110088646
0.632625962	0.250206102
0.621641813	0.353474643
0.71025192	0.584457126
0.602118153	0.104135819
0.602186859	0.139768957
0.634750661	0.307319832
0.656541755	0.293793325
0.643967639	0.273497851
0.59990277	0.107281643
0.593533645	0.147287861
0.555945356	0.259137734
0.576038564	0.291574678
0.599490877	0.291112764
0.614564803	0.095462079
0.59814092	0.117449518
0.662367357	0.372914406
0.680937801	0.503970391
0.705694961	0.491351451
0.614018505	0.10780815
0.610716655	0.140509932
0.6419054	0.330747814
0.666524569	0.378038556
0.685695906	0.350372191
0.597421583	0.105442319
0.591265634	0.141407078
0.586269022	0.180618854
0.598379889	0.223698777
0.584894775	0.277603324
0.606278603	0.107851421
0.630580726	0.262819404
0.610345247	0.163150093
0.627637447	0.294495183
0.669883558	0.559573473
0.614401249	0.08955061
0.623992412	0.246053004
0.62277848	0.183459437
0.647260466	0.481965407
0.673849687	0.407157421
0.612207496	0.094992991
0.594772677	0.145383466
0.640401258	0.218326728
0.614171417	0.129536414
0.686207736	0.396170259
0.615236369	0.100102063
0.616102605	0.239710835
0.652673019	0.381438697
0.665178082	0.55633514
0.711130532	0.76798872
0.604460191	0.109626505
0.607112335	0.108954578
0.608398097	0.147352227
0.621294926	0.312363683
0.610916992	0.240679067
